,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
4729,462674,Female,Yes,51,Yes,Homemaker,12.0,Average,4.0,Cat_3
4730,465275,Male,No,27,Yes,Healthcare,1.0,Low,5.0,Cat_6
4731,465684,Female,No,47,Yes,Entertainment,0.0,Low,1.0,Cat_3
4732,465492,Male,Yes,61,No,Entertainment,1.0,Low,1.0,Cat_2
4733,464510,Female,Yes,75,No,Lawyer,0.0,High,2.0,Cat_6
4734,463588,Male,No,19,No,Healthcare,1.0,Low,1.0,Cat_6
4735,466341,Male,Yes,48,Yes,Artist,0.0,Average,2.0,Cat_5
4736,459397,Male,Yes,59,Yes,Artist,3.0,Average,2.0,Cat_6
4737,460888,Male,Yes,42,No,Homemaker,8.0,Low,1.0,Cat_6
4738,460272,Female,No,86,Yes,Lawyer,1.0,Low,1.0,Cat_6
4739,460612,Male,No,33,Yes,Entertainment,9.0,Low,4.0,Cat_3
4740,462530,Female,Yes,37,Yes,Artist,,High,2.0,Cat_6
4741,462227,Male,Yes,49,No,Executive,3.0,High,5.0,Cat_7
4742,459684,Male,Yes,52,Yes,Entertainment,,Average,3.0,Cat_6
4743,459568,Male,No,41,Yes,Artist,,Low,3.0,Cat_6
4744,464517,Male,No,26,Yes,Healthcare,1.0,Low,,Cat_5
4745,467892,Male,No,23,No,Doctor,1.0,Low,5.0,Cat_6
4746,461012,Male,No,35,No,Doctor,1.0,Low,3.0,Cat_3
4747,463003,Male,Yes,37,Yes,Artist,2.0,Average,2.0,Cat_6
4748,467592,Male,Yes,43,Yes,Entertainment,7.0,Low,2.0,Cat_6
4749,462366,Male,Yes,50,No,Engineer,1.0,Low,2.0,Cat_6
4750,465908,Female,No,50,No,Engineer,1.0,Low,1.0,Cat_6
4751,466759,Female,No,26,No,Healthcare,3.0,Low,,Cat_6
4752,463400,Female,No,20,No,Healthcare,8.0,Low,3.0,Cat_1
4753,467075,Female,Yes,31,No,Homemaker,9.0,Average,2.0,Cat_6
4754,462087,Female,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_2
4755,462522,Male,Yes,41,No,Executive,1.0,Average,5.0,Cat_4
4756,459615,Male,Yes,84,No,Lawyer,1.0,Low,1.0,Cat_6
4757,464899,Female,No,22,,Healthcare,8.0,Low,5.0,Cat_4
4758,460157,Male,Yes,57,No,,1.0,Low,5.0,Cat_4
4759,467794,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_3
4760,461040,Female,Yes,69,No,Lawyer,0.0,Low,1.0,Cat_3
4761,466443,Female,Yes,68,Yes,Artist,4.0,Low,2.0,Cat_6
4762,463975,Female,No,30,No,Healthcare,8.0,Low,4.0,Cat_4
4763,464063,Female,No,26,Yes,Doctor,1.0,Low,1.0,Cat_6
4764,461917,Male,Yes,79,,Lawyer,1.0,Low,1.0,Cat_6
4765,464055,Male,Yes,32,Yes,Doctor,0.0,Low,,
4766,461326,Female,No,36,Yes,Artist,1.0,Low,1.0,Cat_6
4767,467196,Male,No,18,No,Entertainment,0.0,Low,5.0,Cat_6
4768,461633,Male,No,30,Yes,Healthcare,8.0,Low,4.0,Cat_7
4769,462045,Female,No,46,Yes,Artist,9.0,Low,1.0,Cat_6
4770,466264,Male,Yes,33,Yes,,0.0,Low,2.0,Cat_3
4771,466289,Male,No,19,No,Healthcare,2.0,Low,5.0,Cat_2
4772,463562,Male,No,33,Yes,Entertainment,0.0,Low,4.0,Cat_6
4773,460089,Female,Yes,65,Yes,Artist,13.0,Low,1.0,Cat_6
4774,459336,Male,Yes,26,Yes,Artist,6.0,Average,2.0,Cat_6
4775,467350,Female,No,30,Yes,Homemaker,6.0,Low,1.0,Cat_6
4776,463565,Female,No,33,Yes,Entertainment,1.0,Low,4.0,Cat_6
4777,463905,Female,Yes,27,Yes,Engineer,0.0,Average,4.0,Cat_7
4778,467269,Male,Yes,65,Yes,Artist,0.0,Average,2.0,Cat_6
4779,464934,Male,Yes,77,No,Lawyer,1.0,Low,2.0,Cat_4
4780,463923,Female,No,20,No,Engineer,0.0,Low,4.0,Cat_6
4781,465445,Female,No,27,Yes,Homemaker,6.0,Low,7.0,Cat_6
4782,460517,Male,Yes,78,,Lawyer,,Low,,Cat_3
4783,463661,Female,Yes,51,Yes,Doctor,1.0,Average,4.0,Cat_6
4784,459370,Male,No,18,No,Healthcare,13.0,Low,4.0,Cat_6
4785,466019,Female,Yes,63,Yes,Artist,5.0,Low,1.0,Cat_3
4786,467107,Male,Yes,36,Yes,Engineer,1.0,Average,3.0,Cat_4
4787,461683,Male,Yes,43,Yes,Executive,1.0,High,4.0,Cat_6
4788,459053,Male,Yes,46,Yes,Executive,0.0,High,4.0,Cat_6
4789,466894,Male,No,51,Yes,Artist,0.0,Low,3.0,Cat_6
4790,460005,Male,No,43,Yes,Engineer,0.0,Low,1.0,Cat_6
4791,467969,Female,Yes,43,Yes,Artist,0.0,Average,2.0,Cat_6
4792,463120,Female,No,37,Yes,Entertainment,1.0,Low,1.0,Cat_6
4793,466106,Female,Yes,63,No,Artist,0.0,Average,5.0,Cat_6
4794,467644,Male,No,30,No,Doctor,,Low,5.0,Cat_6
4795,461976,Female,Yes,37,Yes,Entertainment,5.0,Average,2.0,Cat_3
4796,460885,Male,Yes,53,No,Artist,8.0,Average,3.0,Cat_6
4797,463692,Female,Yes,26,Yes,Healthcare,6.0,High,7.0,Cat_2
4798,467674,Male,Yes,40,Yes,Artist,0.0,Average,2.0,Cat_6
4799,465982,Male,Yes,41,Yes,Entertainment,0.0,Average,4.0,Cat_6
4800,464349,Male,Yes,66,Yes,Artist,2.0,Low,1.0,Cat_6
4801,467113,Male,Yes,80,Yes,Lawyer,,Low,1.0,Cat_6
4802,463881,Female,Yes,37,No,Engineer,0.0,Average,5.0,Cat_2
4803,462247,Female,Yes,42,No,Artist,1.0,High,4.0,Cat_6
4804,463886,Female,No,38,Yes,Artist,1.0,Low,2.0,Cat_6
4805,460304,Female,No,53,No,Lawyer,1.0,Low,1.0,Cat_6
4806,466458,Male,No,33,No,Executive,5.0,Low,2.0,Cat_6
4807,465830,Female,Yes,52,No,,7.0,Average,7.0,Cat_4
4808,462889,Male,Yes,33,No,Executive,,High,4.0,Cat_6
4809,462449,Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_6
4810,462101,Male,Yes,53,Yes,Artist,,Average,3.0,Cat_6
4811,467558,Male,Yes,50,Yes,Doctor,0.0,Average,8.0,Cat_6
4812,467247,Female,No,26,No,Engineer,0.0,Low,2.0,Cat_6
4813,461663,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6
4814,459571,Female,Yes,53,Yes,Executive,0.0,High,4.0,Cat_6
4815,459385,Female,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_7
4816,466191,Male,Yes,48,Yes,Executive,0.0,High,3.0,Cat_2
4817,465062,Male,Yes,56,No,Executive,0.0,High,4.0,Cat_6
4818,467108,Female,No,66,Yes,Artist,0.0,Low,1.0,Cat_6
4819,466957,Male,Yes,35,No,Entertainment,8.0,Average,4.0,Cat_6
4820,463298,Male,Yes,50,No,Entertainment,0.0,Low,2.0,Cat_6
4821,461155,Female,Yes,51,Yes,Artist,3.0,Low,2.0,Cat_3
4822,466650,Female,No,30,No,Healthcare,8.0,Low,3.0,Cat_4
4823,464633,Male,No,30,No,Executive,1.0,Low,4.0,Cat_4
4824,464469,Female,No,50,Yes,Artist,9.0,Low,1.0,Cat_6
4825,459710,Male,Yes,61,Yes,Artist,,Low,1.0,Cat_6
4826,465319,Male,No,19,No,Healthcare,0.0,Low,5.0,Cat_6
4827,462041,Female,No,22,No,Doctor,0.0,Low,2.0,Cat_4
4828,459539,Female,No,35,Yes,Healthcare,9.0,Low,1.0,Cat_6
4829,466158,Female,Yes,47,Yes,Engineer,0.0,Low,4.0,Cat_6
4830,460430,Male,No,32,No,Doctor,12.0,Low,4.0,Cat_6
4831,461953,Male,Yes,33,No,Healthcare,11.0,High,2.0,Cat_6
4832,463982,Female,No,25,Yes,Healthcare,,Low,2.0,Cat_4
4833,467546,Female,No,28,No,Healthcare,1.0,Low,4.0,Cat_6
4834,464861,Male,No,32,No,Homemaker,,Low,2.0,Cat_4
4835,459667,Female,Yes,50,Yes,Healthcare,1.0,High,6.0,Cat_5
4836,467447,Female,Yes,37,Yes,Engineer,,Average,3.0,Cat_6
4837,461373,Male,No,53,Yes,Artist,1.0,Low,1.0,Cat_6
4838,464587,Female,Yes,49,Yes,Artist,1.0,Low,2.0,Cat_3
4839,467811,Male,Yes,72,Yes,Lawyer,1.0,Low,1.0,Cat_6
4840,464333,Male,Yes,60,Yes,Executive,0.0,High,3.0,Cat_6
4841,466978,Male,No,48,Yes,Artist,4.0,Low,1.0,Cat_6
4842,461705,Female,No,32,No,Healthcare,1.0,Low,4.0,Cat_6
4843,461161,Male,No,48,Yes,Entertainment,1.0,Low,2.0,Cat_3
4844,467860,Female,No,33,Yes,Entertainment,0.0,Low,1.0,Cat_7
4845,462409,Female,Yes,26,No,Engineer,7.0,Low,2.0,Cat_6
4846,461093,Female,Yes,38,Yes,Artist,1.0,Average,4.0,Cat_3
4847,466350,Female,Yes,56,Yes,Artist,0.0,Low,1.0,Cat_4
4848,462273,Female,No,41,Yes,Entertainment,1.0,Low,,Cat_6
4849,460512,Female,Yes,43,Yes,Engineer,0.0,High,4.0,Cat_3
4850,462320,Female,Yes,51,Yes,Artist,0.0,Average,2.0,Cat_2
4851,465355,Female,Yes,47,Yes,Artist,7.0,Average,2.0,Cat_6
4852,462877,Male,No,28,Yes,Artist,1.0,Low,3.0,Cat_4
4853,466259,Male,No,20,No,Healthcare,1.0,Low,2.0,Cat_6
4854,462424,Female,Yes,38,No,Artist,0.0,Low,3.0,Cat_6
4855,459028,Male,Yes,57,Yes,Executive,1.0,High,3.0,Cat_6
4856,463708,Female,Yes,28,No,Engineer,1.0,Average,2.0,Cat_4
4857,461405,Male,No,39,Yes,Artist,1.0,Low,1.0,Cat_6
4858,466656,Male,Yes,89,Yes,Marketing,1.0,High,2.0,Cat_6
4859,464409,Female,Yes,81,Yes,Lawyer,0.0,Average,2.0,Cat_6
4860,463754,Male,No,33,Yes,Entertainment,1.0,Low,4.0,Cat_2
4861,464628,Male,Yes,32,Yes,Artist,5.0,Average,2.0,Cat_3
4862,460447,Male,,79,No,Lawyer,0.0,Low,1.0,Cat_3
4863,466754,Female,Yes,41,Yes,Artist,1.0,Average,3.0,Cat_6
4864,465023,Male,Yes,43,Yes,Artist,9.0,Average,2.0,Cat_2
4865,466954,Female,Yes,68,No,Doctor,8.0,Average,2.0,Cat_6
4866,460274,Female,Yes,58,Yes,Artist,7.0,Low,2.0,Cat_6
4867,466507,Male,Yes,51,Yes,Entertainment,1.0,Average,5.0,Cat_6
4868,462281,Male,Yes,47,Yes,Artist,0.0,Low,2.0,Cat_6
4869,462930,Female,Yes,55,Yes,Homemaker,13.0,Average,3.0,Cat_5
4870,465125,Female,No,39,Yes,Artist,9.0,Low,1.0,Cat_6
4871,464127,Female,No,33,Yes,Healthcare,1.0,Low,5.0,Cat_2
4872,462164,Female,Yes,62,Yes,Artist,9.0,Low,1.0,Cat_6
4873,463949,Male,Yes,51,No,Executive,0.0,High,4.0,Cat_7
4874,460380,Male,No,29,Yes,Entertainment,8.0,Low,3.0,Cat_6
4875,461324,Female,No,48,Yes,Artist,4.0,Low,1.0,Cat_6
4876,463482,Male,No,41,No,Engineer,9.0,Low,7.0,Cat_4
4877,465723,Male,No,42,Yes,Healthcare,9.0,Low,1.0,Cat_3
4878,467948,Female,No,20,No,Healthcare,0.0,Low,3.0,Cat_6
4879,464473,Female,Yes,60,Yes,Artist,0.0,Average,4.0,Cat_6
4880,467325,Female,Yes,72,Yes,Lawyer,1.0,High,2.0,Cat_6
4881,462017,Male,No,25,Yes,Entertainment,9.0,Low,1.0,Cat_2
4882,463152,Female,Yes,57,Yes,Doctor,1.0,Average,4.0,Cat_6
4883,462174,Female,Yes,40,Yes,Engineer,8.0,Average,4.0,Cat_4
4884,461511,Male,Yes,35,No,Doctor,9.0,Low,2.0,Cat_6
4885,464095,Female,Yes,31,Yes,Engineer,1.0,Low,2.0,Cat_6
4886,460096,Female,Yes,78,No,Lawyer,1.0,Low,1.0,Cat_5
4887,462129,Female,No,41,Yes,Artist,9.0,Low,1.0,Cat_6
4888,464111,Male,Yes,57,Yes,Artist,0.0,Average,3.0,Cat_2
4889,463699,Female,Yes,41,Yes,Marketing,9.0,Low,3.0,Cat_6
4890,466307,Male,Yes,49,Yes,Artist,1.0,Low,2.0,Cat_6
4891,459980,Male,No,40,No,Engineer,1.0,Low,2.0,Cat_6
4892,467115,Male,Yes,89,Yes,Lawyer,0.0,Low,2.0,Cat_6
4893,464261,Male,Yes,61,Yes,Executive,0.0,High,2.0,Cat_6
4894,462098,Female,Yes,38,No,Entertainment,3.0,Average,3.0,Cat_6
4895,460002,Female,Yes,58,Yes,Doctor,5.0,Average,3.0,Cat_2
4896,467322,Female,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_1
4897,463584,Female,No,22,No,Engineer,,Low,3.0,Cat_6
4898,466633,Male,Yes,39,Yes,Entertainment,6.0,Average,2.0,Cat_6
4899,460966,Female,Yes,58,Yes,Engineer,1.0,Average,4.0,Cat_6
4900,461084,Female,Yes,38,Yes,Artist,8.0,Average,2.0,Cat_6
4901,461165,Male,Yes,28,No,Artist,1.0,Average,2.0,Cat_3
4902,461454,Female,Yes,35,Yes,Artist,7.0,High,4.0,Cat_7
4903,459284,Female,Yes,70,Yes,Lawyer,1.0,High,2.0,Cat_6
4904,461116,Male,Yes,30,No,Executive,4.0,High,4.0,Cat_3
4905,459235,Male,Yes,55,No,Entertainment,1.0,Low,,Cat_4
4906,461377,Female,Yes,57,Yes,Artist,,Low,1.0,Cat_6
4907,467840,Female,,22,No,Healthcare,0.0,Low,6.0,Cat_2
4908,462362,Male,Yes,63,Yes,Entertainment,0.0,Average,4.0,Cat_6
4909,462217,Female,No,42,Yes,Executive,,Low,1.0,Cat_4
4910,464325,Male,Yes,27,Yes,Healthcare,4.0,High,3.0,Cat_6
4911,460063,Female,No,43,Yes,Artist,1.0,Low,1.0,Cat_3
4912,460727,Male,Yes,69,No,Executive,0.0,High,4.0,Cat_3
4913,467612,Male,Yes,67,Yes,Executive,1.0,Low,,Cat_7
4914,463317,Male,Yes,72,Yes,Marketing,0.0,Low,1.0,Cat_6
4915,466036,Female,Yes,89,Yes,Lawyer,1.0,Low,,Cat_6
4916,459320,Male,Yes,26,Yes,Executive,0.0,Low,3.0,Cat_6
4917,464457,Female,No,53,Yes,Artist,9.0,Low,1.0,Cat_6
4918,463702,Male,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_6
4919,463890,Female,No,28,No,Artist,1.0,Low,5.0,Cat_1
4920,467420,Male,Yes,52,Yes,Executive,1.0,High,4.0,Cat_6
4921,466871,Male,Yes,43,Yes,Executive,,High,4.0,Cat_6
4922,466878,Male,Yes,38,No,Artist,8.0,High,5.0,Cat_6
4923,462660,Female,Yes,27,No,Homemaker,9.0,Average,2.0,Cat_6
4924,466691,Male,No,18,No,Healthcare,5.0,Low,4.0,Cat_2
4925,463182,Male,Yes,59,Yes,Entertainment,1.0,Low,3.0,Cat_6
4926,463321,Male,No,22,No,Healthcare,1.0,Low,3.0,Cat_1
4927,462532,Male,No,32,Yes,Doctor,0.0,Low,4.0,Cat_2
4928,464588,Female,Yes,35,Yes,Artist,0.0,Low,2.0,Cat_6
4929,467436,Male,Yes,51,Yes,Artist,5.0,Average,4.0,Cat_6
4930,465260,Female,No,22,No,Healthcare,8.0,Low,6.0,Cat_6
4931,467566,Male,Yes,49,No,Executive,,High,3.0,Cat_6
4932,464284,Female,Yes,42,Yes,Artist,,Low,,Cat_4
4933,462895,Male,No,32,No,Entertainment,1.0,Low,3.0,Cat_7
4934,459460,Male,No,55,No,Lawyer,,Low,1.0,Cat_1
4935,461985,Male,No,31,Yes,Entertainment,,Low,,Cat_5
4936,463168,Female,Yes,36,Yes,Doctor,7.0,Average,2.0,Cat_6
4937,466853,Male,No,32,Yes,Healthcare,1.0,Low,3.0,Cat_6
4938,464840,Male,No,18,No,Healthcare,0.0,Low,4.0,Cat_4
4939,460135,Female,No,31,Yes,Healthcare,4.0,Low,3.0,Cat_6
4940,464814,Male,Yes,53,Yes,Artist,0.0,High,7.0,Cat_4
4941,464856,Female,No,42,Yes,Engineer,8.0,Low,3.0,Cat_4
4942,462940,Male,No,75,No,Lawyer,,Low,2.0,Cat_6
4943,463083,Male,No,30,Yes,Artist,7.0,Low,3.0,Cat_6
4944,461283,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_6
4945,459487,Male,Yes,67,No,Lawyer,,Low,,Cat_6
4946,466181,Male,Yes,46,Yes,Entertainment,1.0,Low,2.0,Cat_3
4947,462465,Male,Yes,51,Yes,Engineer,1.0,Low,2.0,Cat_6
4948,464780,Female,No,32,No,Engineer,1.0,Low,9.0,Cat_4
4949,466741,Female,,53,No,Artist,9.0,Low,2.0,Cat_6
4950,465385,Female,No,46,Yes,Artist,5.0,Low,1.0,Cat_2
4951,464270,Female,No,45,Yes,Artist,3.0,Low,1.0,Cat_6
4952,467807,Male,Yes,50,Yes,Executive,1.0,Average,3.0,Cat_6
4953,466118,Female,Yes,36,No,Engineer,1.0,Low,3.0,Cat_4
4954,460068,Female,No,40,Yes,Artist,8.0,Low,1.0,Cat_6
4955,467444,Female,Yes,40,Yes,Artist,,Low,2.0,Cat_6
4956,460937,Male,Yes,43,No,Artist,1.0,High,9.0,Cat_4
4957,459550,Male,No,19,No,Healthcare,8.0,Low,5.0,Cat_4
4958,461539,Male,Yes,42,No,Entertainment,6.0,Average,2.0,Cat_2
4959,464228,Male,No,29,Yes,Healthcare,1.0,Low,1.0,Cat_2
4960,461593,Female,Yes,37,Yes,Doctor,9.0,Average,2.0,Cat_6
4961,461949,Female,No,38,No,Artist,14.0,Low,1.0,Cat_6
4962,466171,Female,Yes,79,Yes,Lawyer,0.0,Low,1.0,Cat_3
4963,462682,Male,No,25,No,Entertainment,2.0,Low,7.0,Cat_6
4964,463384,Female,No,29,No,Marketing,1.0,Low,5.0,Cat_3
4965,460584,Female,No,33,Yes,Homemaker,1.0,Low,1.0,Cat_3
4966,467502,Female,No,26,No,Healthcare,,Low,6.0,Cat_7
4967,459433,Male,No,26,No,Doctor,1.0,Low,4.0,Cat_6
4968,467452,Female,Yes,38,Yes,Artist,9.0,Average,2.0,Cat_6
4969,462501,Male,Yes,63,Yes,Artist,1.0,Average,,Cat_6
4970,462121,Female,No,60,Yes,Artist,1.0,Low,3.0,Cat_6
4971,464890,Female,No,33,No,Engineer,0.0,Low,7.0,Cat_4
4972,461172,Female,Yes,71,Yes,Lawyer,1.0,Low,1.0,Cat_3
4973,460855,Male,Yes,45,Yes,Artist,,Low,2.0,Cat_6
4974,461268,Female,Yes,60,Yes,Artist,0.0,Average,2.0,Cat_4
4975,465731,Female,Yes,31,Yes,Artist,0.0,Average,2.0,Cat_4
4976,462861,Female,No,26,Yes,Healthcare,8.0,Low,1.0,Cat_6
4977,458989,Female,Yes,42,Yes,Engineer,1.0,Low,1.0,Cat_6
4978,463527,Female,No,35,No,Artist,13.0,Low,1.0,Cat_6
4979,463293,Female,No,20,No,Healthcare,1.0,Low,3.0,Cat_6
4980,465166,Male,No,25,Yes,Healthcare,4.0,Low,5.0,Cat_4
4981,460194,Female,No,23,No,Entertainment,0.0,Low,2.0,Cat_2
4982,462711,Male,Yes,53,Yes,Artist,0.0,Average,5.0,Cat_6
4983,466932,Female,No,49,Yes,Doctor,,Low,2.0,Cat_6
4984,467769,Female,No,35,Yes,Doctor,1.0,Low,1.0,Cat_3
4985,461898,Male,Yes,60,Yes,Executive,5.0,High,3.0,Cat_6
4986,460840,Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,Cat_6
4987,466137,Female,,31,No,Healthcare,0.0,Low,4.0,Cat_6
4988,466607,Male,No,18,No,Marketing,2.0,Low,2.0,Cat_3
4989,462939,Male,Yes,38,Yes,Doctor,0.0,High,4.0,Cat_7
4990,465698,Male,No,39,Yes,Artist,8.0,Low,2.0,Cat_3
4991,461240,Female,No,45,No,Marketing,1.0,Low,1.0,Cat_6
4992,461357,Male,No,28,Yes,Healthcare,0.0,Low,4.0,Cat_6
4993,459512,Male,Yes,65,Yes,Lawyer,0.0,High,2.0,Cat_6
4994,467775,Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_7
4995,462871,Male,Yes,48,No,Entertainment,1.0,Average,3.0,Cat_6
4996,464454,Female,Yes,52,Yes,Engineer,7.0,High,4.0,Cat_6
4997,459879,Female,No,26,Yes,Healthcare,,Low,1.0,Cat_6
4998,466802,Female,,43,Yes,Engineer,1.0,Low,1.0,Cat_6
4999,459074,Female,No,30,Yes,Healthcare,0.0,Low,4.0,Cat_4
5000,462539,Female,Yes,77,No,Lawyer,1.0,Low,1.0,Cat_6
5001,460133,Female,No,37,No,Artist,4.0,Low,1.0,Cat_6
5002,461780,Female,No,65,Yes,Lawyer,0.0,Low,5.0,Cat_6
5003,466945,Male,Yes,61,Yes,Artist,0.0,Average,2.0,Cat_6
5004,463922,Female,No,32,No,Healthcare,2.0,Low,5.0,Cat_1
5005,466328,Male,Yes,49,Yes,Artist,0.0,Low,3.0,Cat_3
5006,466195,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_6
5007,462300,Male,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6
5008,460412,Female,No,31,No,Healthcare,0.0,Low,5.0,Cat_2
5009,467823,Male,Yes,45,Yes,Doctor,6.0,Average,2.0,Cat_6
5010,467726,Male,Yes,82,Yes,Lawyer,0.0,High,2.0,Cat_6
5011,463061,Male,No,33,No,,5.0,Low,3.0,Cat_5
5012,460134,Male,Yes,39,Yes,Entertainment,9.0,High,3.0,Cat_6
5013,463237,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_6
5014,466770,Female,Yes,85,Yes,Lawyer,0.0,Low,5.0,Cat_6
5015,464198,Male,Yes,49,Yes,Entertainment,1.0,Low,2.0,Cat_6
5016,459344,Female,Yes,76,Yes,Artist,1.0,High,2.0,Cat_6
5017,464152,Male,Yes,37,Yes,Artist,0.0,High,4.0,Cat_6
5018,464104,Male,Yes,62,No,Artist,0.0,Average,3.0,Cat_6
5019,461034,Female,No,23,No,Marketing,2.0,Low,6.0,Cat_3
5020,460755,Male,No,33,Yes,Artist,0.0,Low,1.0,Cat_6
5021,465019,Male,Yes,53,Yes,Artist,0.0,Low,3.0,Cat_6
5022,462902,Male,Yes,46,No,Executive,,Average,3.0,Cat_1
5023,460060,Male,Yes,28,No,Engineer,6.0,Average,2.0,Cat_4
5024,465739,Female,No,87,No,Lawyer,1.0,Low,2.0,Cat_6
5025,461695,Female,Yes,45,Yes,Artist,3.0,Average,2.0,Cat_6
5026,466297,Female,No,21,No,Healthcare,1.0,Low,4.0,Cat_4
5027,465544,Female,No,51,Yes,Artist,0.0,Low,1.0,Cat_3
5028,466207,Female,Yes,37,Yes,Doctor,9.0,Average,4.0,Cat_2
5029,464431,Male,,67,Yes,Executive,0.0,High,3.0,Cat_6
5030,462397,Male,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_6
5031,460014,Female,No,66,No,Entertainment,2.0,Low,3.0,Cat_6
5032,460202,Male,Yes,42,Yes,Entertainment,1.0,Low,2.0,Cat_6
5033,459834,Male,Yes,45,No,Doctor,1.0,Average,3.0,Cat_6
5034,464011,Male,No,32,Yes,Healthcare,,Low,4.0,Cat_6
5035,460048,Male,No,47,Yes,Doctor,1.0,Low,1.0,Cat_6
5036,464546,Female,Yes,38,Yes,Engineer,8.0,Low,3.0,Cat_6
5037,459687,Male,Yes,50,No,Executive,,High,4.0,Cat_6
5038,467737,Female,Yes,51,Yes,Entertainment,7.0,Average,2.0,Cat_6
5039,463936,Male,Yes,32,No,Entertainment,1.0,Average,2.0,Cat_6
5040,460422,Male,Yes,53,Yes,Entertainment,1.0,High,,Cat_6
5041,467784,Female,Yes,45,Yes,Artist,9.0,Low,1.0,Cat_7
5042,467067,Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_6
5043,466779,Male,No,22,No,,2.0,Low,2.0,Cat_3
5044,465661,Male,No,59,Yes,Entertainment,1.0,Low,1.0,Cat_6
5045,459616,Female,No,21,No,Healthcare,,Low,4.0,Cat_1
5046,463745,Male,Yes,62,Yes,Artist,1.0,Average,3.0,Cat_3
5047,466706,Male,Yes,67,Yes,Lawyer,0.0,Low,2.0,Cat_6
5048,467816,Female,No,73,Yes,Artist,0.0,Low,1.0,Cat_6
5049,466418,Male,Yes,85,No,Lawyer,0.0,Low,1.0,Cat_4
5050,467882,Female,No,40,Yes,Artist,0.0,Low,1.0,Cat_6
5051,463914,Female,Yes,27,No,Artist,,Low,2.0,Cat_6
5052,465498,Male,Yes,41,Yes,Engineer,9.0,Average,2.0,Cat_2
5053,461070,Male,Yes,46,Yes,Doctor,0.0,Low,3.0,Cat_3
5054,461171,Male,Yes,41,Yes,Artist,,Average,3.0,Cat_3
5055,467403,Female,Yes,38,Yes,Artist,7.0,Average,3.0,Cat_4
5056,464382,Female,Yes,55,Yes,Artist,1.0,Average,4.0,Cat_6
5057,465449,Female,No,43,Yes,Artist,9.0,Low,2.0,Cat_6
5058,465190,Female,Yes,48,Yes,Artist,1.0,High,4.0,Cat_6
5059,467310,Female,Yes,88,Yes,Lawyer,0.0,High,3.0,Cat_6
5060,463131,Male,Yes,66,No,Entertainment,1.0,High,2.0,Cat_6
5061,467301,Female,Yes,73,No,Lawyer,1.0,Low,2.0,Cat_6
5062,466202,Male,Yes,49,Yes,Artist,9.0,Average,2.0,Cat_6
5063,459945,Male,Yes,48,Yes,Artist,0.0,Low,2.0,Cat_6
5064,465187,Female,Yes,39,No,Doctor,0.0,Average,4.0,Cat_4
5065,460253,Male,Yes,52,Yes,Artist,4.0,Average,2.0,Cat_6
5066,463216,Male,No,30,Yes,Artist,8.0,Low,1.0,Cat_6
5067,465615,Male,Yes,61,Yes,Artist,3.0,Average,2.0,Cat_6
5068,462055,Male,No,33,Yes,Healthcare,0.0,Low,7.0,Cat_4
5069,465234,Male,Yes,68,Yes,Artist,0.0,Low,1.0,Cat_6
5070,460720,Female,Yes,48,Yes,Artist,1.0,Average,2.0,Cat_6
5071,467582,Male,Yes,39,Yes,Executive,0.0,High,3.0,Cat_2
5072,466046,Female,Yes,36,No,Entertainment,1.0,Average,2.0,Cat_4
5073,467622,Male,Yes,76,Yes,Lawyer,1.0,High,2.0,Cat_6
5074,462664,Male,Yes,69,No,Artist,2.0,Low,2.0,Cat_6
5075,461731,Male,Yes,79,No,Entertainment,0.0,Low,1.0,Cat_6
5076,459061,Female,Yes,39,Yes,Healthcare,9.0,High,3.0,Cat_6
5077,462630,Male,No,32,No,Doctor,,Low,6.0,Cat_4
5078,462311,Male,Yes,56,Yes,Executive,,High,9.0,Cat_6
5079,461396,Male,No,23,No,Doctor,0.0,Low,5.0,Cat_6
5080,464900,Male,Yes,71,No,Lawyer,1.0,Low,2.0,Cat_4
5081,463445,Male,Yes,48,Yes,Artist,0.0,Average,3.0,Cat_6
5082,463824,Female,Yes,37,No,Artist,1.0,Low,3.0,Cat_6
5083,459451,Female,Yes,46,Yes,Artist,0.0,Low,2.0,Cat_6
5084,459070,Female,Yes,66,No,Lawyer,,Low,1.0,Cat_6
5085,463674,Female,No,25,Yes,Engineer,0.0,Low,7.0,Cat_4
5086,460119,Male,No,26,Yes,Healthcare,0.0,Low,4.0,Cat_6
5087,465227,Male,No,23,No,Healthcare,6.0,Low,3.0,Cat_6
